parameters,fit_value,mirror,function,dipole_force,Particles,iterations,Inertia,Cognitive,Social,Runtime
"[29.263, -90.0, 89.972, 326.223, 25.903, 45.0, 3.031, 4.555, 0.939, 0.061, 4.416, 0.0]",0.09879861919148344,-1,pencil,True,50,50,0.4,1,2,35.29866029997356
"[90.0, 90.0, 133.085, 145.714, 15.528, 45.0, 3.05, 5.0, 0.022, 0.978, 5.0, 0.0]",0.12507509171027834,-1,pencil,True,50,50,0.4,1,2,35.91793959995266
"[78.173, 90.0, 89.999, 146.236, -29.056, 45.0, 3.0, 5.0, 0.0, 1.0, 1.711, 0.0]",0.11799729375505251,-1,pencil,True,50,50,0.4,1,2,34.83970310003497
"[64.449, -73.235, 101.408, 314.173, 45.0, 37.523, 3.05, 5.0, 0.083, 0.917, 4.551, 0.0]",0.10133279239374049,-1,pencil,True,50,50,0.4,1,2,35.82794589997502
"[-72.758, -65.505, 59.307, 349.499, 19.116, -45.0, 3.05, 5.0, 0.711, 0.289, 2.662, 0.0]",0.09553719944674527,-1,pencil,True,50,50,0.4,1,2,34.14333849999821
"[38.206, -78.411, 75.667, 319.813, 45.0, 33.0, 3.028, 3.682, 1.0, 0.0, 1.0, 0.0]",0.08867466381714659,-1,pencil,True,50,50,0.4,1,2,35.88754710002104
"[-77.374, -54.815, 55.196, 360.0, 18.027, -45.0, 3.0, 5.0, 1.0, 0.0, 5.0, 0.0]",0.09708075925142469,-1,pencil,True,50,50,0.4,1,2,35.718467200000305
"[-77.396, -54.822, 55.145, 360.0, 18.039, -45.0, 3.0, 4.994, 0.929, 0.071, 1.0, 0.0]",0.09709139568359076,-1,pencil,True,50,50,0.4,1,2,34.891167900001165
"[-33.534, 90.0, 126.831, 146.39, -45.0, -44.234, 3.0, 1.001, 0.97, 0.03, 1.038, 0.0]",0.16414141414232056,-1,pencil,True,50,50,0.4,1,2,33.079447600001004
"[61.037, -74.341, 67.28, 312.891, 20.81, 45.0, 3.05, 5.0, 0.0, 1.0, 5.0, 0.0]",0.10148395503340442,-1,pencil,True,50,50,0.4,1,2,197.93028910004068
"[8.306, 90.0, 130.198, 146.16, -45.0, 34.974, 3.05, 5.0, 1.0, 0.0, 4.791, 0.0]",0.10497413391552671,-1,pencil,True,50,50,0.4,1,2,38.05960249999771
"[-70.179, 64.749, 79.913, 124.422, -23.964, -45.0, 3.05, 5.0, 0.342, 0.658, 4.081, 0.0]",0.1032011693734967,-1,pencil,True,50,50,0.4,1,2,35.88772150001023
"[-31.887, -36.932, 83.458, 0.0, 30.571, -29.037, 3.05, 3.647, 1.0, 0.0, 1.212, 0.0]",0.08158741783291422,-1,pencil,True,50,50,0.4,1,2,37.69384080002783
"[-12.712, -53.523, 55.135, 309.346, 37.89, 29.607, 3.0, 5.0, 1.0, 0.0, 5.0, 0.0]",0.06297855682365634,-1,pencil,True,50,50,0.4,1,2,39.331448499986436
"[-31.818, -37.201, 83.816, 0.0, 30.21, -29.092, 3.0, 3.716, 1.0, 0.0, 4.947, 0.0]",0.08186047228674914,-1,pencil,True,50,50,0.4,1,2,36.82970060000662
"[8.409, 90.0, 129.848, 146.159, -45.0, 34.461, 3.0, 5.0, 0.738, 0.262, 1.0, 0.0]",0.10500941389860373,-1,pencil,True,50,50,0.4,1,2,35.89755039999727
"[9.051, 90.0, 129.112, 146.273, -45.0, 34.415, 3.0, 5.0, 0.0, 1.0, 2.803, 0.0]",0.10504676606461599,-1,pencil,True,50,50,0.4,1,2,33.709587900026236
"[80.792, -39.583, 57.823, 275.433, -2.808, 45.0, 3.0, 5.0, 1.0, 0.0, 3.663, 0.0]",0.11187703075583282,-1,pencil,True,50,50,0.4,1,2,35.421753800008446
"[-77.56, -54.685, 54.246, 360.0, 18.906, -45.0, 3.05, 5.0, 0.0, 1.0, 1.0, 0.0]",0.09644564464013271,-1,pencil,True,50,50,0.4,1,2,35.46924589999253
"[-83.675, 8.692, 46.644, 63.416, 15.3, -45.0, 3.0, 5.0, 0.0, 1.0, 1.0, 0.0]",0.10480870019441363,-1,pencil,True,50,50,0.4,1,2,34.324153499968816
"[-35.888, 78.654, 73.931, 139.993, -45.0, -32.478, 3.003, 3.686, 0.114, 0.886, 1.0, 0.0]",0.08864429024615919,-1,pencil,True,50,50,0.4,1,2,35.72482780000428
"[90.0, -90.0, 133.091, 325.714, 15.532, 45.0, 3.05, 5.0, 0.361, 0.639, 5.0, 0.0]",0.1250750866411665,-1,pencil,True,50,50,0.4,1,2,36.673686900001485
"[39.798, -79.266, 64.245, 318.528, 32.536, 40.508, 3.05, 5.0, 0.0, 1.0, 1.0, 0.0]",0.09351866689161877,-1,pencil,True,50,50,0.4,1,2,34.02566869999282
"[83.037, 11.757, 46.473, 222.272, -17.658, 45.0, 3.044, 5.0, 0.033, 0.967, 1.0, 0.0]",0.10177315541345631,-1,pencil,True,50,50,0.4,1,2,35.04734049999388
"[31.191, -79.005, 70.075, 320.547, 45.0, 32.706, 3.036, 3.753, 0.633, 0.367, 4.984, 0.0]",0.08865262609947608,-1,pencil,True,50,50,0.4,1,2,35.3582366000046
"[-37.93, 78.436, 75.324, 139.775, -45.0, -32.961, 3.05, 3.648, 0.822, 0.178, 4.722, 0.0]",0.08863253314383633,-1,pencil,True,50,50,0.4,1,2,35.06841699994402
"[90.0, 80.533, 82.63, 154.729, -27.42, 45.0, 3.0, 5.0, 0.145, 0.855, 1.0, 0.0]",0.13150611812058471,-1,pencil,True,50,50,0.4,1,2,34.53723209997406
"[90.0, 33.227, 131.837, 202.487, 14.334, 45.0, 3.0, 5.0, 0.2, 0.8, 5.0, 0.0]",0.12535790916020362,-1,pencil,True,50,50,0.4,1,2,35.87200800003484
"[51.401, 90.0, 94.513, 146.225, -45.0, 34.908, 3.033, 3.918, 0.0, 1.0, 5.0, 0.0]",0.10460797847761796,-1,pencil,True,50,50,0.4,1,2,2632.711983999994
"[41.821, -29.828, 73.601, 266.197, 4.935, 40.552, 3.033, 5.0, 0.115, 0.885, 5.0, 0.0]",0.0947444687643006,-1,pencil,True,50,50,0.4,1,2,39.058038000017405
"[80.53, -45.808, 113.541, 287.555, 45.0, 41.809, 3.05, 5.0, 0.57, 0.43, 1.022, 0.0]",0.11396416658382563,-1,pencil,True,50,50,0.4,1,2,26.056743399996776
"[-30.904, 79.297, 69.805, 140.579, -45.0, -32.412, 3.017, 3.748, 0.035, 0.965, 1.0, 0.0]",0.08861991228112252,-1,pencil,True,50,50,0.4,1,2,26.310507699963637
"[8.41, 90.0, 129.848, 146.16, -45.0, 34.462, 3.0, 5.0, 0.799, 0.201, 5.0, 0.0]",0.10500941484332992,-1,pencil,True,50,50,0.4,1,2,27.260691899980884
"[-53.595, -36.067, 60.466, 360.0, 45.0, -28.036, 3.05, 5.0, 0.999, 0.001, 3.226, 0.0]",0.12071273860578072,-1,pencil,True,50,50,0.4,1,2,27.933826599968597
"[-86.058, -55.647, 87.899, 0.0, -16.687, -45.0, 3.0, 5.0, 0.909, 0.091, 5.0, 0.0]",0.1301033351673428,-1,pencil,True,50,50,0.4,1,2,25.777329100004863
"[90.0, 83.648, 46.902, 152.067, -15.54, 45.0, 3.05, 5.0, 0.002, 0.998, 3.131, 0.0]",0.12507510482566345,-1,pencil,True,50,50,0.4,1,2,25.470202500000596
"[-90.0, -40.041, 89.677, 15.014, 21.287, -45.0, 3.0, 5.0, 1.0, 0.0, 1.0, 0.0]",0.13126552762004362,-1,pencil,True,50,50,0.4,1,2,26.751352199993562
"[60.182, -75.163, 66.582, 313.686, 20.98, 45.0, 3.05, 5.0, 0.904, 0.096, 2.854, 0.0]",0.1014511979778984,-1,pencil,True,50,50,0.4,1,2,25.701161600009073
"[49.361, -74.56, 87.577, 315.912, 45.0, 33.59, 3.05, 3.881, 1.0, 0.0, 1.228, 0.0]",0.09215922008180534,-1,pencil,True,50,50,0.4,1,2,25.47650240000803
"[59.65, -72.536, 74.84, 311.757, 26.769, 42.209, 3.0, 5.0, 0.579, 0.421, 3.664, 0.0]",0.0981930431085425,-1,pencil,True,50,50,0.4,1,2,24.79012339998735
"[51.547, 90.0, 94.308, 146.208, -45.0, 34.807, 3.018, 3.931, 0.176, 0.824, 3.073, 0.0]",0.10460628285556718,-1,pencil,True,50,50,0.4,1,2,25.83226559998002
"[70.91, -64.529, 78.393, 303.709, 22.113, 45.0, 3.024, 5.0, 1.0, 0.0, 1.0, 0.0]",0.10348824794381266,-1,pencil,True,50,50,0.4,1,2,25.063130699971225
"[79.706, -38.917, 83.833, 277.471, 19.097, 45.0, 3.017, 5.0, 0.344, 0.656, 1.082, 0.0]",0.1099735309515613,-1,pencil,True,50,50,0.4,1,2,28.405575899989344
"[-54.41, 90.0, 87.934, 146.45, -45.0, -36.464, 3.045, 4.151, 1.0, 0.0, 1.072, 0.0]",0.1058795599905987,-1,pencil,True,50,50,0.4,1,2,27.56864020001376
"[90.0, -58.436, 84.744, 293.62, -25.511, 45.0, 3.0, 5.0, 1.0, 0.0, 1.0, 0.0]",0.13152542157591626,-1,pencil,True,50,50,0.4,1,2,24.343235400039703
"[-90.0, -90.0, 102.489, 325.336, -31.86, -45.0, 3.05, 5.0, 0.004, 0.996, 4.936, 0.0]",0.13192459200662954,-1,pencil,True,50,50,0.4,1,2,25.767934400006197
"[-90.0, -55.714, 47.89, 0.0, 14.553, -45.0, 3.002, 5.0, 0.936, 0.064, 5.0, 0.0]",0.12535669346703412,-1,pencil,True,50,50,0.4,1,2,25.983236900006887
"[-77.515, -54.697, 54.199, 0.0, 18.995, -45.0, 3.05, 5.0, 0.057, 0.943, 1.233, 0.0]",0.09644766304404423,-1,pencil,True,50,50,0.4,1,2,25.50962690002052
"[-90.0, -55.61, 133.095, 0.104, -15.534, -45.0, 3.05, 5.0, 0.188, 0.812, 5.0, 0.0]",0.1250750874946016,-1,pencil,True,50,50,0.4,1,2,27.235915899975225
"[-52.056, 75.894, 87.023, 137.461, -45.0, -34.279, 3.0, 3.722, 0.991, 0.009, 1.0, 0.0]",0.09071815187759183,-1,pencil,True,50,50,0.4,1,2,26.821532899979502
"[78.24, -90.0, 90.009, 326.156, 29.022, 45.0, 3.0, 5.0, 0.935, 0.065, 1.037, 0.0]",0.11801085080982839,-1,pencil,True,50,50,0.4,1,2,27.293407200020738
"[-83.177, 22.964, 48.561, 78.035, 12.664, -45.0, 3.034, 5.0, 0.006, 0.994, 1.808, 0.0]",0.1070829623610663,-1,pencil,True,50,50,0.4,1,2,25.75088519998826
"[36.643, -90.0, 126.979, 326.306, 45.0, 15.045, 3.017, 4.769, 0.0, 1.0, 4.101, 0.0]",0.10216003508576847,-1,pencil,True,50,50,0.4,1,2,25.89710760000162
"[-62.904, 73.358, 68.749, 131.96, -20.613, -45.0, 3.047, 5.0, 0.277, 0.723, 5.0, 0.0]",0.10164694360187884,-1,pencil,True,50,50,0.4,1,2,33.57218780001858
"[-27.708, -66.436, 40.738, 78.743, -22.111, 24.4, 3.0, 4.991, 0.322, 0.678, 5.0, 0.0]",0.8295953245474447,-1,pencil,True,50,50,0.4,1,2,27.571074999985285
"[-90.0, -46.231, 89.677, 8.824, 21.287, -45.0, 3.0, 5.0, 0.0, 1.0, 1.072, 0.0]",0.1312655275826642,-1,pencil,True,50,50,0.4,1,2,27.985360499995295
"[-68.761, 67.762, 76.324, 126.877, -22.304, -45.0, 3.021, 5.0, 0.498, 0.502, 2.608, 0.0]",0.10307465926011036,-1,pencil,True,50,50,0.4,1,2,25.942439800011925
"[-34.027, 79.694, 64.771, 139.753, -36.259, -38.26, 3.003, 5.0, 0.01, 0.99, 5.0, 0.0]",0.09242986596354666,-1,pencil,True,50,50,0.4,1,2,26.946989900025073
"[35.329, 83.331, 53.39, 151.757, -45.0, 14.558, 3.048, 4.472, 1.0, 0.0, 4.944, 0.0]",0.08710715269743305,-1,pencil,True,50,50,0.4,1,2,26.442000500042923
"[74.632, 90.0, 94.267, 146.292, -27.832, 45.0, 3.05, 5.0, 0.781, 0.219, 5.0, 0.0]",0.11770604839907538,-1,pencil,True,50,50,0.4,1,2,27.0570458000293
"[8.297, 90.0, 130.204, 146.159, -45.0, 34.972, 3.05, 5.0, 0.0, 1.0, 1.0, 0.0]",0.10497413444740676,-1,pencil,True,50,50,0.4,1,2,29.81630150001729
"[-90.0, 26.303, 62.777, 81.899, 45.0, -43.498, 3.0, 5.0, 0.042, 0.958, 1.0, 0.0]",0.1371803449371806,-1,pencil,True,50,50,0.4,1,2,28.967140100023244
"[85.431, 90.0, 66.499, 146.586, -45.0, 45.0, 3.05, 5.0, 1.0, 0.0, 5.0, 0.0]",0.1343031894024354,-1,pencil,True,50,50,0.4,1,2,28.017498200002592
"[-32.561, 90.0, 125.366, 146.404, -45.0, -45.0, 3.05, 1.0, 0.0, 1.0, 5.0, 0.0]",0.1638434033914614,-1,pencil,True,50,50,0.4,1,2,28.107050199992955
"[-46.414, 78.38, 120.056, 197.779, -45.0, 45.0, 3.0, 2.373, 1.0, 0.0, 4.981, 0.0]",0.47113761183345415,1,pencil,True,50,50,0.4,1,2,27.135283800016623
"[28.204, -5.385, 29.522, 171.118, -45.0, 45.0, 3.0, 5.0, 0.682, 0.318, 1.0, 0.0]",0.6517844447380836,1,pencil,True,50,50,0.4,1,2,28.030664700025227
"[40.58, -75.686, 131.951, 360.0, 45.0, -45.0, 3.0, 5.0, 1.0, 0.0, 5.0, 0.0]",0.7428160680227339,1,pencil,True,50,50,0.4,1,2,26.567919599998277
"[90.0, 90.0, 100.459, 36.748, -31.681, 38.345, 3.0, 5.0, 1.0, 0.0, 1.0, 0.0]",0.7872681032784237,1,pencil,True,50,50,0.4,1,2,24.86120200000005
"[-90.0, -56.773, 107.911, 360.0, -32.787, -45.0, 3.0, 5.0, 0.665, 0.335, 1.0, 0.0]",1.0081988113661167,1,pencil,True,50,50,0.4,1,2,28.213155000004917
"[34.756, -17.993, 43.984, 143.077, -45.0, 23.713, 3.041, 5.0, 1.0, 0.0, 1.03, 0.0]",0.3031908159970913,1,pencil,True,50,50,0.4,1,2,25.37860700004967
"[90.0, -22.0, 132.494, 0.0, 15.465, -32.513, 3.05, 4.262, 0.231, 0.769, 3.434, 0.0]",0.8635182083846893,1,pencil,True,50,50,0.4,1,2,26.475523400004022
"[-28.225, 5.285, 29.588, 351.093, 45.0, -45.0, 3.0, 5.0, 0.09, 0.91, 2.866, 0.0]",0.6518132410945255,1,pencil,True,50,50,0.4,1,2,26.47504279995337
"[65.537, -90.0, 127.085, 313.665, -23.299, -29.682, 3.0, 5.0, 1.0, 0.0, 3.836, 0.0]",0.7865223558180455,1,pencil,True,50,50,0.4,1,2,24.813346199982334
"[25.298, 7.452, 162.312, 160.227, 45.0, 45.0, 3.0, 1.13, 1.0, 0.0, 5.0, 0.0]",0.7334426361657569,1,pencil,True,50,50,0.4,1,2,27.186916599981487
"[90.0, -90.0, 61.401, 360.0, -45.0, 18.668, 3.05, 3.903, 1.0, 0.0, 2.392, 0.0]",0.9720310803840684,1,pencil,True,50,50,0.4,1,2,28.117933799978346
"[-18.934, 7.773, 33.177, 343.882, 45.0, -45.0, 3.003, 4.137, 0.936, 0.064, 2.381, 0.0]",0.7007552742290024,1,pencil,True,50,50,0.4,1,2,24.14943500002846
"[-90.0, 81.688, 127.276, 48.073, 7.675, -22.997, 3.0, 5.0, 0.0, 1.0, 1.0, 0.0]",0.8220497642541236,1,pencil,True,50,50,0.4,1,2,23.948176000034437
"[90.0, -47.02, 17.681, 359.547, -35.437, -11.231, 3.05, 5.0, 0.0, 1.0, 2.134, 0.0]",0.7289571908623096,1,pencil,True,50,50,0.4,1,2,27.4908948999946
"[18.911, -34.415, 125.891, 233.707, 23.921, -26.058, 3.0, 5.0, 0.398, 0.602, 1.708, 0.0]",0.8191282245395811,1,pencil,True,50,50,0.4,1,2,24.616810400038958
"[26.545, -90.0, 121.429, 96.313, -45.0, -45.0, 3.0, 3.558, 0.239, 0.761, 1.0, 0.0]",0.861596613861245,1,pencil,True,50,50,0.4,1,2,27.751484200009145
"[90.0, -5.587, 73.582, 360.0, -34.823, -45.0, 3.0, 4.14, 0.0, 1.0, 2.775, 0.0]",0.7895132809242325,1,pencil,True,50,50,0.4,1,2,25.635768099979032
"[-26.757, 3.955, 44.819, 85.087, -29.598, -29.18, 3.0, 4.221, 0.661, 0.339, 1.734, 0.0]",0.883669863449217,1,pencil,True,50,50,0.4,1,2,23.742604000028223
"[-33.816, -14.055, 36.234, 0.0, 39.781, -45.0, 3.022, 3.994, 0.911, 0.089, 1.116, 0.0]",0.7141722592089206,1,pencil,True,50,50,0.4,1,2,24.97588339995127
"[54.935, -90.0, 102.38, 279.047, -32.958, 8.228, 3.005, 5.0, 1.0, 0.0, 1.0, 0.0]",0.7506938932808638,1,pencil,True,50,50,0.4,1,2,24.411720099975355
"[40.768, 1.384, 45.527, 233.753, 4.785, 45.0, 3.02, 4.578, 0.072, 0.928, 3.581, 0.0]",0.8836150170857644,1,pencil,True,50,50,0.4,1,2,25.16507379995892
"[90.0, -90.0, 180.0, 360.0, 2.252, 45.0, 3.037, 1.024, 1.0, 0.0, 1.0, 0.0]",2.0795878040553277,1,pencil,True,50,50,0.4,1,2,26.503046499972697
"[-90.0, -90.0, 99.892, 226.332, 30.869, -31.238, 3.05, 5.0, 0.0, 1.0, 2.95, 0.0]",0.7885488373141053,1,pencil,True,50,50,0.4,1,2,25.23383629997261
"[53.35, 90.0, 44.116, 208.698, -45.0, -39.663, 3.044, 5.0, 0.0, 1.0, 1.029, 0.0]",0.6157208837428112,1,pencil,True,50,50,0.4,1,2,23.676368699991144
"[-15.393, -90.0, 45.82, 0.0, 24.748, 11.635, 3.05, 4.172, 0.0, 1.0, 1.0, 0.0]",0.8385987525199355,1,pencil,True,50,50,0.4,1,2,25.45392699999502
"[-88.763, -66.232, 52.654, 258.077, -7.795, -24.888, 3.05, 5.0, 0.624, 0.376, 5.0, 0.0]",0.8180441348215924,1,pencil,True,50,50,0.4,1,2,24.478741900005843
"[-65.847, 9.761, 173.334, 32.537, -27.095, -45.0, 3.0, 1.0, 0.177, 0.823, 5.0, 0.0]",0.6057631736150773,1,pencil,True,50,50,0.4,1,2,25.862648300011642
"[26.124, -1.682, 26.062, 329.349, 26.45, -45.0, 3.001, 1.815, 0.307, 0.693, 1.006, 0.0]",0.7168579459496168,1,pencil,True,50,50,0.4,1,2,25.496375199989416
"[51.152, 90.0, 44.659, 212.225, -45.0, -44.663, 3.0, 4.248, 0.86, 0.14, 4.257, 0.0]",0.5555702366202783,1,pencil,True,50,50,0.4,1,2,23.545465200033505
"[90.0, -3.471, 61.789, 0.0, -45.0, -45.0, 3.0, 4.334, 0.989, 0.011, 5.0, 0.0]",0.854524144569898,1,pencil,True,50,50,0.4,1,2,27.79689519997919
"[42.786, -90.0, 115.272, 20.504, 41.194, -40.744, 3.05, 2.031, 0.579, 0.421, 1.0, 0.0]",0.5269625274610685,1,pencil,True,50,50,0.4,1,2,24.878063500043936
"[-39.535, -3.765, 29.357, 0.0, 45.0, -45.0, 3.0, 5.0, 1.0, 0.0, 4.316, 0.0]",0.6873733622933401,1,pencil,True,50,50,0.4,1,2,26.928137900016736
"[-32.431, -52.771, 132.109, 146.463, 45.0, 45.0, 3.05, 5.0, 0.364, 0.636, 1.0, 0.0]",0.46917784737704094,1,pencil,True,50,50,0.4,1,2,26.743132499977946
"[-8.719, -90.0, 99.178, 243.579, 21.431, 27.725, 3.05, 5.0, 1.0, 0.0, 3.738, 0.0]",0.81052464804085,1,pencil,True,50,50,0.4,1,2,24.244549299997743
"[-36.815, -90.0, 167.421, 0.0, -35.565, 10.208, 3.0, 1.0, 0.174, 0.826, 1.0, 0.0]",1.0519567461466912,1,pencil,True,50,50,0.4,1,2,28.68288159999065
"[44.173, 90.0, 64.734, 197.71, -45.0, -39.556, 3.05, 1.868, 0.316, 0.684, 1.0, 0.0]",0.518071069827799,1,pencil,True,50,50,0.4,1,2,27.052088199998252
"[-28.964, 48.29, 122.362, 360.0, -45.0, -31.993, 3.05, 5.0, 0.0, 1.0, 5.0, 0.0]",0.8212154887561379,1,pencil,True,50,50,0.4,1,2,27.359187299967743
"[-90.0, 64.338, 130.013, 238.867, -15.11, 45.0, 3.0, 4.502, 0.392, 0.608, 4.993, 0.0]",0.8739887723683515,1,pencil,True,50,50,0.4,1,2,27.00234459998319
"[-32.651, -24.129, 41.411, 352.621, 45.0, -45.0, 3.0, 2.912, 0.982, 0.018, 2.327, 0.0]",0.6678899899999498,1,pencil,True,50,50,0.4,1,2,26.917422400030773
"[-90.0, -56.331, 132.997, 99.633, -15.53, 30.959, 3.012, 4.245, 0.741, 0.259, 4.25, 0.0]",0.8623604187040325,1,pencil,True,50,50,0.4,1,2,25.142130599997472
"[-23.911, 2.996, 127.663, 47.029, -25.641, 44.802, 3.004, 4.999, 0.0, 1.0, 3.974, 0.0]",0.8151925012155989,1,pencil,True,50,50,0.4,1,2,24.849076199985575
"[-56.71, -66.922, 76.859, 299.471, -45.0, -10.17, 3.001, 4.235, 0.949, 0.051, 4.983, 0.0]",0.743476266135432,1,pencil,True,50,50,0.4,1,2,24.788251199992374
"[25.339, 7.452, 162.309, 160.253, 45.0, 45.0, 3.0, 1.129, 1.0, 0.0, 3.98, 0.0]",0.7334463500037728,1,pencil,True,50,50,0.4,1,2,28.236013699963223
"[35.951, 86.481, 56.965, 214.805, -25.969, -45.0, 3.036, 3.676, 0.693, 0.307, 1.0, 0.0]",0.5775616951696328,1,pencil,True,50,50,0.4,1,2,23.74267599999439
"[81.529, -0.192, 165.721, 317.158, 44.153, -13.579, 3.011, 5.0, 0.62, 0.38, 4.999, 0.0]",0.627864280904742,1,pencil,True,50,50,0.4,1,2,25.622830000007525
"[-90.0, -90.0, 53.023, 229.55, -7.713, -28.538, 3.05, 5.0, 0.838, 0.162, 1.0, 0.0]",0.8183192328889125,1,pencil,True,50,50,0.4,1,2,25.934686099993996
"[4.215, 90.0, 58.924, 127.814, 39.34, 7.908, 3.024, 4.995, 1.0, 0.0, 2.747, 0.0]",0.7717280284207669,1,pencil,True,50,50,0.4,1,2,25.00762669998221
"[-65.317, 22.067, 168.918, 65.01, -29.479, -22.877, 3.05, 1.0, 1.0, 0.0, 3.118, 0.0]",0.5511569491249421,1,pencil,True,50,50,0.4,1,2,26.20074569998542
"[41.174, -50.7, 51.423, 290.715, 26.295, 45.0, 3.008, 5.0, 1.0, 0.0, 3.939, 0.0]",0.9064188845572716,1,pencil,True,50,50,0.4,1,2,25.01319309999235
"[0.159, -31.595, 35.173, 269.682, 45.0, 45.0, 3.005, 4.608, 0.008, 0.992, 5.0, 0.0]",0.8268339750429355,1,pencil,True,50,50,0.4,1,2,25.561091299983673
"[90.0, 22.819, 127.901, 130.569, -8.123, 17.598, 3.05, 5.0, 0.93, 0.07, 4.962, 0.0]",0.819847835251483,1,pencil,True,50,50,0.4,1,2,24.599305099982303
"[44.333, -90.0, 115.378, 17.953, 44.998, -39.559, 3.041, 1.878, 0.822, 0.178, 1.0, 0.0]",0.5182949391046126,1,pencil,True,50,50,0.4,1,2,26.225291199982166
"[-12.356, 90.0, 180.0, 292.792, 45.0, -45.0, 3.0, 2.047, 0.0, 1.0, 1.0, 0.0]",2.0795878242226524,1,fan,True,50,50,0.4,1,2,27.671570500009693
"[13.388, -62.32, 130.537, 359.765, 27.653, 45.0, 3.05, 4.998, 0.464, 0.536, 5.0, 0.0]",0.08100147087653893,1,fan,True,50,50,0.4,1,2,26.85615790000884
"[-5.33, 18.339, 171.698, 82.108, 44.925, -45.0, 3.05, 2.665, 0.0, 1.0, 3.943, 0.0]",0.397340431554927,1,fan,True,50,50,0.4,1,2,24.5878367999685
"[13.836, -58.893, 128.746, 352.978, 25.967, 45.0, 3.0, 5.0, 0.0, 1.0, 5.0, 0.0]",0.08511488893266954,1,fan,True,50,50,0.4,1,2,26.786900599952787
"[18.777, -90.0, 156.571, 12.404, 37.174, 45.0, 3.05, 5.0, 1.0, 0.0, 5.0, 0.0]",0.1889649621961487,1,fan,True,50,50,0.4,1,2,29.43991289997939
"[52.749, 66.272, 35.756, 97.244, 11.387, -45.0, 3.0, 5.0, 0.999, 0.001, 1.627, 0.0]",0.3214104079873887,1,fan,True,50,50,0.4,1,2,25.697593199962284
"[82.844, -14.148, 14.652, 319.606, 45.0, 18.625, 3.0, 3.664, 0.998, 0.002, 1.128, 0.0]",0.2001001172350998,1,fan,True,50,50,0.4,1,2,25.49739440000849
"[-80.643, 2.306, 12.995, 124.172, -45.0, -19.762, 3.0, 3.437, 0.29, 0.71, 1.0, 0.0]",0.1827693473866037,1,fan,True,50,50,0.4,1,2,27.215897399990354
"[-29.327, 8.861, 30.212, 360.0, -3.23, 45.0, 3.05, 4.983, 0.0, 1.0, 1.0, 0.0]",0.166524425579119,1,fan,True,50,50,0.4,1,2,27.26972099998966
"[-35.827, -77.158, 22.68, 303.631, -16.65, 44.842, 3.0, 2.863, 0.962, 0.038, 1.0, 0.0]",0.3707502619832658,1,fan,True,50,50,0.4,1,2,25.526567900029477
"[-90.0, 8.871, 15.612, 360.0, 45.0, 23.35, 3.0, 2.011, 0.0, 1.0, 5.0, 0.0]",0.6146415526259865,1,fan,True,50,50,0.4,1,2,28.496158999972977
"[-11.229, -19.796, 166.774, 177.527, -26.747, -45.0, 3.0, 5.0, 0.02, 0.98, 3.803, 0.0]",0.36008638451478336,1,fan,True,50,50,0.4,1,2,26.425135700032115
